orig_index,input,true_intent,pred_intent,input_length,entity_count,confusion_pair
1360,what is the cause of low blood pressure in one leg only?  I often have terrible cramps in that leg and also inside the leg it feels as if it is my arteries that are hurting. The cramps are mostly during the night and the internal ain during the day.  I  am 71 and have Diabetes type2,diagnostic,symptom_inquiry,57,2,diagnostic → symptom_inquiry
3081,"I had right mid-back pain, front rlq pain, and skin in those areas sensitive to touch. Diagnosed with shingles. No rash for 3 days, still pain. Do you thing diagnosis is correct? Taking Famciclovir, nothing for pain. Should I take Acetiminphen or Ibuprofen for the pain and discomfort? Which would help better",diagnostic,general_inquiry,52,4,diagnostic → general_inquiry
3474,"I am not married a 21 year old girl ,i had my periods last week and on the 6th day i had sex (not purely intercourse) as it was my 1st time , and hence the condom got slipped and the penis cam in contact with the vagina .... so even after my periods on the 6th day i had a bit of bleeding ,so am i pregnant doctor..",emergency,general_inquiry,69,1,emergency → general_inquiry
2193,How can I cure my periantal abscess I have an abscess and I had a surgery and took my larg intestine after that I developed an infection periantal abscess and my doctor sayed if I thave ostomy my infection will go away but I dont want the ostomy I want to cure it without it,diagnostic,general_inquiry,55,1,diagnostic → general_inquiry
3431,"age 19height 173cmweight 135 lbsmalenipples both have a scab that wouldnt heal. i nvr pick it. after shower the scab is ruined and there is clear moisture and i let that to dry up by not wearing t shirt. if too much liquid i use a tissue to soak it up.  id say it been like this for more than 1 year, maybe 2,3. i remember it might be caused by some1 twisted both of my nipples 4yrs",lifestyle,general_inquiry,78,0,lifestyle → general_inquiry
598,my daughter is 7 years old and had got  dengue  infection on 22 october which was cured and now on 22nd dec she  got a fever viral but while taking her blood report it came as  jaundice but not hepatities b now query is her sgpt value is  3414  2 days back now it is 3007 and the billirubin count 2 days back was lat lower lmit of normal and after 2 days also it is with in normal limits but bit higher vlaue  rather then previous values please help im confused  why it is soo? if  SGPT VALUE IS 3414 OR 3007 THEN BILLIRUBUN SHOULD BE HIGHEST BUT THE BABY IS ACTIVE AND DO NOT SHOWS ANY SYMPTOMS OF SEVERE JAUNDICE WHERE IS THE PROBLEM?,emergency,symptom_inquiry,126,3,emergency → symptom_inquiry
3764,"I have arthritis and take drugs that lower my immune system, I am getting over a bad bout of sinusitis which turned into a bad cold and productive racking cough. It  has lasted so far 16 days  and although my cold has just left a mild runny nose, my cough although a lot better wont go away, it is  still there but now my rib cage hurts when I cough or deep breathe. Will it go away on its own?",medication_inquiry,general_inquiry,80,3,medication_inquiry → general_inquiry
3768,My height is not increasing???? I am 20 yrs old and sometimes I get pain in my joints and in hand muscles after sex and when I dont do sex my penis starts paining what to do to increase my height sugest some medicines to increase the heigt without any side effects,medication_inquiry,general_inquiry,52,1,medication_inquiry → general_inquiry
1961,hii docs.i never had sex but i am very much curious to know that what are the effect on penis after first sex..like bleeding from penis...or during sex the foreskin which covers our penis which is attach from the middle of our penis or upper cap of our penis breaks during sex...i hope u understand my question..??,emergency,general_inquiry,57,1,emergency → general_inquiry
1255,"I am a 51 years old female and I have been diagnosed with SVT in 2004. I ended up in A@E as I collapsed. Rapid heart beat 180 and incrased BP. Put on medication, fine till 2007, yet another collapse, changed medication, varieous test been done ECG on SO ON. I was ok till 2009 and since then the episodes have increased and the time span from 6 month to 3 month, now it happenes on a 4 weekly basis. I am on Sotalol 80 mg twice and Amlodipine 5mg at night one. Since January this year I have more symptons. I now have high blood pressure, blue hands and lips, loos of balance, co-ordination increased dizzy spells and mild pressure behind breast bone. My last episode was last week. This came out of the blue. I was driving the car and suddenly I felt a bit weired,my heart started to raice fast, felt dizzy, faint, my hands changed colour from blue to white cold hands, lips blue, pale skin, waves of  pressure behind my breast bone. Which lasted for one hr. BP 195/104 P 104. After about 2 hr. BP down to 160/85  P 85. I am still not right, I have small episodes of that  every day. My feet are getting numb too now at times and  it comes on at anytime, not physical related. No stress, nothing. My BP is at times high than low from 160 - 110 and my P goes down to 52. My arteries are fine and my valves are working fine. I end up in A@E and they send me home when I am medical stable. My GP looking into my kidney function and I had many blood test done. Every time I have an episode either consious or lose consiouness, I take longer and longer to recover and I am so tiered after that. I need to sleep for hrs. I am not in controll of this as it can happen anytime. Can you help of what I need to do. Thank you",medication_inquiry,symptom_inquiry,340,3,medication_inquiry → symptom_inquiry
416,i got blood in urine .i was identified with kidney stone 9 months before .i had medicine for 9 months and it didnt went .doctor said stone was not able to go bcoz of some problem in the tube.then he did some operation and after that operation for breaking the kidney stone.after one month of this i got blood in urine today.could you please provide a solution,medication_inquiry,diagnostic,67,1,medication_inquiry → diagnostic
3984,my husband is working in kuwait and he has been coughing non stop he coughed so much he couldnt get his breath back and was rushed to hospital they xrayed his chest and found white mist patches on his lungs he was given an inhaler? he is 30years old non smoker?he was also given an antibiotic that was 3 days ago and he says he doesnt feel ant better but feels worse and the breathlessness is getting worsre?,diagnostic,general_inquiry,79,5,diagnostic → general_inquiry
1690,My son is 17years old. He has been hurting from the upper part of his abdomen for the last 10-12 days. He can t keep food down and has lost 9 pounds in 12 days. We took him to 2 ERs and they gave him a couple of meds to help rebuild the stomach wall. He continues to throw up and we are just waiting for a GI specialist next week. Any help? Please help?,lifestyle,general_inquiry,75,2,lifestyle → general_inquiry
2891,"My wife s bloody sputum culture was cultured with Streptococci growth after 24 hours of incubation on April 3, 2014 susceptible to Erithromycin, Ciprofloxacin, Gentamicin and Augmentin. She was placed on Augmentin 625mg for 7 days thereafter. She got better for like 2 months but she is coming down with the symptoms once again... smelling blood, fatigued, chest pain, abdominal pain, distress and confusion... Now the Doctor says her pulse is high so placed her on Atenolol and Nitrazepam... Not significant improvement... Can you help if we can again place her on Augmetin 1g for 14days? can she combine this antibiotics with any antifungal or anti-parasitic and can she still continue with the atenolol and nitrazepam along? Please",emergency,symptom_inquiry,118,6,emergency → symptom_inquiry
4233,i am having masturbaurtion habit for the last 25 years.after marriage no interest in sexual intercourse.i am a male of 33yrs. we have no children.i am taking medicines for schisophrenia since the last 18 yrs.no semen is produced and no interest in anything.also iam taking medicine for high blood pressure also since last 5 yrs.is there any treatment for all combined,symptom_inquiry,medication_inquiry,61,0,symptom_inquiry → medication_inquiry
2082,i had gastric problem for the last 5-6 months accompanied with stomach pain sometimes. I had consulted a doctor who advised me to take ultrasound . the result shows that i had a fatty liver and accordingly prescribed some medicines. wanted to know whether it could be stomach problem. would it be advisable to take endoscopy for this problem? please advise,medication_inquiry,emergency,61,3,medication_inquiry → emergency
4960,"post hysterectomy (april 2014), 3 high dose radiation (cells in intravascular space), pap every three months, just had 3rd or 4th pap, all atypical abnormal cells, this time not enough cells. how on taking the sample did they know there were not enough cells? went in a second time, still not enough. they say not to worry and maybe I will be called in next month for a repeat.",medication_inquiry,diagnostic,71,0,medication_inquiry → diagnostic
963,"Sir,I am diabetic type II patient since 2000. I am 61 yrs old now. During March 2010 i underwent angio for proximal LCX 100% occlusion. Adhoc PTCA+ stent to LCX. I was put under the following medication",medication_inquiry,general_inquiry,37,1,medication_inquiry → general_inquiry
3010,I am 70 years old and suffered a stroke aprox 18 months ago after being diagnosed with chronic afib. I am taking Coumadin and Toprol XL as medications at present. My question is related to exercise. Can I exercise with this condition. My at rest heartrate is usually between 95 and 110 beats per min. I have been reluctant to exercise because I fear my heart rate will increase to a very high rate. I cannot seem to get a definitive answer to this question. Can you help?,emergency,lifestyle,88,2,emergency → lifestyle
637,"I am going for an EEG follow up for possible seizures . I have been treated in the past for PTSD and gad, however I am off all my medication right now . I also have trouble wearing my CPAP lately. What should I expect, and should I ask him anything specifically?",medication_inquiry,symptom_inquiry,52,1,medication_inquiry → symptom_inquiry
2683,the other night i was throwing up a lot. and now about a day and a half later ive developed this big lump in my throat sort of near the ugula. Also today i was feeing very feverish all of a sudden but i took some medicine and now feel better. but what could this be?,medication_inquiry,general_inquiry,56,1,medication_inquiry → general_inquiry
3808,"HiI am a type 2 diabetic and on Diamin 500mg. I try my best to keep a low carb intake and I am generally successful in keeping my blood sugar levels below 180 mg/dl (10 mmol/L) however I have dawn phenomenon and I have it bad. I wake up in the mornings with an average level of 280 mg/dl or above, and then struggle the rest of the day to get it down to acceptable levels. Is there anything I can do?",diagnostic,general_inquiry,82,0,diagnostic → general_inquiry
3387,"I am a 39 years old woman suffering with asthma for the last 31 years.I am under continues medicines,I was taking Derifillin, then asthalin 2mg, then 4mg from 1979 to 1998.I have been to hospital every alternate days night stay, morning school.... was given aminophillin, adrenalin, betnasol IV etc...Was taking celestamin from 1987 to 1991. From 93, I am using Asthalin inhalers and foracort inhalers. For the last 9 years I am taking combitide 250 and 15 to 20 puffs of asthalin a day. I am a professional musician..Now a day, I gain 10 kg weight, now I am 80kg. I have knee pain, back pin and I feel very much depressed.... What is the end of this medicines. without steroid I can not survive. With steroid my physical condition is getting worse. Can you predict, what will be the next step in my life. I have two small children and a multi talented genius busy husband. If I am not  fine, everybody will get affected. I purchase 2-3 inhalers a month. Keeping it in every corner of my house. I want to live without steroid...... CAN ANYBODY HELP ME?",symptom_inquiry,medication_inquiry,190,4,symptom_inquiry → medication_inquiry
4687,"Hi. I m having lots of chest pain and my upper back. It starts from my neck and goes down to the middle of my back. It feels like there s something stuck inside or like my back is pinching something inside. It hurts to breathe and swallow . It started early morning and it won t go away. I ve tried popping my back and stretching , but my back is won t pop at all, and Im not as flexible as usual. It feel so tight.",emergency,general_inquiry,88,5,emergency → general_inquiry
584,i have been suffering from lichen planus from the last 2 years.i have used alopathi n right now am using homeopathy.itching is completely gone but left with black spots.please suggest me something.am not able to cover the spots as i am fair in complexion,symptom_inquiry,general_inquiry,44,0,symptom_inquiry → general_inquiry
9,I have a bunch of blood blisters - like pimples that are dark in color on the bottom of my nut sack. One broke open in the shower this morning a bleed quite a lot. Did not know that they were there till after I got the bleeding to stop. What are those. I m 66 years old. Is it just old age stuff?,emergency,diagnostic,64,1,emergency → diagnostic
3916,"My husband s fibula, the part that ends at the side of the knee, is sticking out. Not through the skin, but it is protruding. When he touches it , it feels tender. He is 50 years old and just talks a walk in the morning. No sports going on. What are some causes of this? Diet? etc.",lifestyle,general_inquiry,58,0,lifestyle → general_inquiry
442,"Hello, I was diagnosed with multiple sclerosis in 2002 and was on Avonex to treat it for many years. About 2 years ago I came off of the Avonex and haven t started anything since. Two weeks ago I started to feel some numbness and tingling on the tip of my tongue and just the other day it spread to my lower lip and now my chin . Do you think this is all related to my MS? Thank you for your help! Michele",general_inquiry,symptom_inquiry,84,0,general_inquiry → symptom_inquiry
2875,"two years back i had a sudden back problem when i was playing at that time i couldn t move i was locked at one place and in standing position then some people lifted me then i went to doctor he advised me to have digital x ray which showed mild disk problem after seeing x ray doctor prescribed me some medicines like neucobal forte ,adact gel and some pain killer.two days i had to face same problem i am not able to move what should i do",medication_inquiry,general_inquiry,88,2,medication_inquiry → general_inquiry
2073,"Hi, I have chronic sinusitus pain behind and above my eyes.  I have been to two ENT doctors, have had allergy testing, sinus CT scan, accupuncture, several rounds of antibiotics, take an anti-yeast remedy to rid any possible candida yeast and have yet to be able to get much relief.  I do smoke menthol cigarettes and am to the point of deciding to quit so I can be relieved of this terrible pain.  Do you think this might be what is causing my sinusitus pain?",diagnostic,general_inquiry,85,3,diagnostic → general_inquiry
1411,"hey doctor, in 2006 i had an arbortion and then in 2007 i had another and in 2008 early i had my last one and after hdoing i had teriable pains for 2 day and heavey cloths, since then i had a mucus like menstruation and had pains now and then,and since i was not ready to have a baby then, i startd taking the moring after pill almost every 2days of the week for 2 full years and in 2010 me and my partner decided to try for a baby with no luck, so 3 weeks back i went to see a GP and he said i have a womb infection and i need a womb scrab for my mucus like menstruation, will that help me to have a baby or am i dimaged?",medication_inquiry,diagnostic,135,3,medication_inquiry → diagnostic
1129,"When I use mouth wash at night, the following morning, I have what seems like shreds from the inside of my mouth that are on my tongue and between my cheek and gum. I can rub my finger along the inside of my mouth and wipe it out and it almost looks like string cheese. There is no pain, bleeding or anything, just what seems to be dead skin from the inside of my mouth.",emergency,general_inquiry,75,2,emergency → general_inquiry
1144,"my daughter is 3 and a half...has had pneumonia twice and is currently being treated with seretide inhaler, ventoline exohaler, brozedex and ebastel.  Her chest infection though isnt clearing and her appetitie is low.  She complains of chest pains.  What is the best way to get her treated and cured?   She has used seretide for over 4 months now and it has a steroide and that may have side effects, but the doctor says she must have it to stop the infection, but that isnt working either.",emergency,general_inquiry,87,5,emergency → general_inquiry
529,"IT HURTS TO BREATH WHEN THE AIR IS COLD OUTSIDE. I FEEL DIZZIE AND MY CHEST HURTS. I HAVE HAD A STRESS TEST THAT WAS NORMAL AND A CAT SCAN OF MY CHEST AND IT WAS NORMAL. WHEN THE WEATHER IS WARM OUTSIDE IT, I M OK. NEVER BEEN BOTHERED WITH THIS BEFORE. WHAT IS CAUSING THIS?",diagnostic,symptom_inquiry,57,2,diagnostic → symptom_inquiry
1443,hello doctor.. m very depressed and feel lonely and rejected... not professionally but in personal life... m single n never been into any relation so my prob is all related to family and friend... i feel like crying the whole day.. but i do at night or sometimes in the evening too... is so much of crying not good for health?,general_inquiry,symptom_inquiry,61,0,general_inquiry → symptom_inquiry
4009,"i am 50 years old male my ultra sonography says that i have grade 2 fatty liver and my blood report sgpt is 104 , sgot is 40,and bilurubin is 0.8. i am a pure vegetrerian and non drinker. how can i reduse fat in the liver .i am not obese. iam worried please help me.",diagnostic,lifestyle,56,1,diagnostic → lifestyle
4983,"my daughter is extremly contipated.. she has been like this since she was a week old and she i already gong too be 4 years old.. i have tryed diet change, water, children laxative and mineral oil, all gives temp. relief but she has never had a normal bowel movement...her poop also smells horrid..i dont know what too do. this also causes problems with potty training.. help please",lifestyle,general_inquiry,68,0,lifestyle → general_inquiry
3234,i am aged 62 and  have blood pressure 100-160. the doctor prescribed to take olmighty 20 every day morning after breakfast. My question is - if it is possible to  control the pressure whether i take any exercise or  change my food habit instead of taking the olmighty medicine?,medication_inquiry,lifestyle,49,0,medication_inquiry → lifestyle
4725,I HAVE RASHES AND ICHING AROUND MY SCROTUM.THE PROBLEM  PERSISTS FOR LAST 15 DAYS.DOCTOR PRESCRIBED ME AN ANTIFUGAL CREAM WHICH I AM USING BUT THE RASHES HAVE NOT VANISHED COMPLETELY.PLZ ADVICE. I AM 30 YEAR MARRIED MALE WITH HEIGHT 5 FEET 3 INCHE AND WEIGHT IS 60 KG,lifestyle,general_inquiry,48,1,lifestyle → general_inquiry
2789,"hi doctor, my son is of 4 yrs old and weighs 14kgs.He is suffering with bad cold and productive cough ,especially during nights it is too heavy.his pediatrician gave him a syrup named fluzet and antibiotic cefodam-250mg for 5 days..I gave him only the syrup for four days. but it is not helping him should i conitnue both of them together for five days as i did not get the antibiotic i havent started them please kindly reply",symptom_inquiry,general_inquiry,78,2,symptom_inquiry → general_inquiry
2159,"sir,i m raj.i had been taking rosuvas f20 now  ,I m taking rosuvas10.at present my cholesterol & triglyceride  is normal. however my bp is 135/92.i m also  taking 75 mg thyronorm for hypothyroid .uric acid is 7.sgpt & sgot increased  .sir,what is reason of increasing bp.",general_inquiry,medication_inquiry,44,0,general_inquiry → medication_inquiry
2814,"This is a senario; a 9 month old girl was admitted to hospital with chronic diarrhoea, intestinal cramps and flatulence. her weight gain had been slightly below normal for the first 6 months of life, but had become considerably below normal in the past 3 months. diarrhoea first became obvious at about 6 months. microscopic analysis of the faeces did not reveal any abnormalities. a sample of urine is available for analysis. What could her possible diagnosis be and why did the diarrhoea start at 6 months ? ( I assume it is because she was weaned off breast milk and it has something to do with amylase enzyme)",lifestyle,symptom_inquiry,107,0,lifestyle → symptom_inquiry
653,"My son Joshua is 35 years old. He has hydrocephalus. He has a shunt that has been checked out at University hospital with no presure problems. Joshua has developed a problem with his pulse dropping to 40 beats per minuite and his blood preasure getting as high as 160 over 110. We took him to a Dr of Neurology and she put him on blood preasure medicine and Topiramate. After a week on blood preasure med he started to pass out. I took him off, and to hospital. MRI,CT,EEG,EKG,and ultrsound of heart look good. We left with no answers and my son still has terrible headaches. 5-6 a day... any suggestions...Jack Slaasted",medication_inquiry,diagnostic,112,3,medication_inquiry → diagnostic
4728,"Hi, recently my lips have been extremely dry, so i have been using medicated lip glosses that have helped in the past with only slightly chapped lips. I have had problems with severely dry lips in the past, but i cannot remember how i dealt with the problem. This time i believe the problem is worse, because my lips have become dark in color, almost a black, and they have been throbbing slightly. What can i do to restore them to their natural/ healthy state? Could the cause of this be an allergic reaction or severely sensitive skin? p.s. I have had problems with sensitive skin; I got eczema last summer.",emergency,general_inquiry,111,0,emergency → general_inquiry
2014,"tired all the time, chest and arms feel heavy. take a deep breath and my chest hurts. get a burning feeling in my chest on left side.  have been to the emergency room, to my doctor and to the cleveland clinic. all enzymes, ekgs, stress tests, nuclear stress tests all normal.",emergency,symptom_inquiry,51,2,emergency → symptom_inquiry
3564,"Joint cracking, stiffness, pain allways. Joint swelling once and a while. Fiberous nodule in lower back behind hip size of large marble causing pain. Hissing in ears like air escaping. Bad headaches often. Short term memory loss. Some long term memory loss such as forgeting a pets name. Frequent heartburn. Chest pain 2 to 3 times a week and lasts about an hour. Age 34 and I am male. 5 foot 10 and 185lbs.Symptoms started about 4 years ago and got worse over time. One positive ana with low white count and one neg ana. No RA factor. Decent sed test. Neg lymes. Some spyder blood vessals near joints. Always tired. Joint problems increase with activity.",emergency,symptom_inquiry,116,8,emergency → symptom_inquiry
1126,"Hi, i have low abdomanal pain, chect pains, its hard to breath properly. I have shooting pains that come from right below which seems too get worse when im on my period. I also havent been to the toilet in two weeks before the doctor gave me constapation medication. I feel i have a uti but have alredy had medication for that and the doctor says it had cleared but it dosent feel like it has. The doctor gave me a smear test and said my cervix looked sore, but that came back normal. Plese help .",medication_inquiry,symptom_inquiry,97,3,medication_inquiry → symptom_inquiry
1730,"i dropped my laptop on the top of my foot and i think i busted a vein and possibly broke something... a huge blood lump popped up immediately and after 2 days i still can t put weight on it to walk normally, and can t feel or move the two littlest toes",lifestyle,diagnostic,53,0,lifestyle → diagnostic
4360,"my dad died 2 days ago, he had cirrhosis but i want to know what was it the took his life? in about a week things went really down hill, he slept all the time, then couldnt even get out of bed, went from eating and drinking to not being able to, then his tongue became swollen and he was having a hard time talking and staying consiouse, and the last two days of his life he couldnt move, talk or blink. he was in a coma. when he died foam was coming out of his mouth? and fluid was leaking from his left eye? i just want to know what might have takin his life?",symptom_inquiry,general_inquiry,116,0,symptom_inquiry → general_inquiry
4780,Hello Doctor! Recently i came to know that im having low thyroid and hig chloestrol.i dont eat much fatty foods its genetic.I took Levothyroxine tab 50mg for 1 month and after that got my test done showing report as thyroid levels are normal.But ive noticed that im lossing my hair alot.Doctor prescribed me  to take thyroid medicine for 3 months and after 3 mobths to check again my thyroid levels.My question is do i need to take this medication for life long?what to do with hair loss prb?Plz reply with details asap.Thanks,symptom_inquiry,medication_inquiry,94,1,symptom_inquiry → medication_inquiry
2181,"Is there any old home remedies to aid folliculitis symptoms on my PitBull pup? She was bathed (heavily) with flea shampoo and I know that there is a certain dosage for dogs based on size. I ll need to get her oral antibiotics, however until then is there anything around the home that I can use to aid her skin?",symptom_inquiry,general_inquiry,60,1,symptom_inquiry → general_inquiry
